sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,review_flags,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,"source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,998:incidence:overall:main,84,35064,2.39,2.39,2.3956194387,,,injuryTimeLossCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,2.39,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,,,,,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,match,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,"source CSV: injuryMatchTimeLossCount, injuryIncidenceMatch, matchExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,998:incidence:match:main,23,3828,6.01,6.01,6.0083594566,,,injuryMatchTimeLossCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,6.01,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,,,,,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,training,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,"source CSV: injuryTrainingTimeLossCount, injuryIncidenceTraining, trainingExposure",,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,998:incidence:training:main,61,31236,1.95,1.95,1.9528748879,,,injuryTrainingTimeLossCount,injuryIncidenceTraining,,,,,,,all_injuries,incidence,1.95,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,,,,,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_ankle,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_ankle_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_ankle_incidence,,35064,0.4,0.4,,,,,injuryLocation_ankle_incidence,ankle,,,,,,injuryLocation_ankle,incidence,0.4,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,14.0256,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_foot,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_foot_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_foot_incidence,,35064,0.11,0.11,,,,,injuryLocation_foot_incidence,foot,,,,,,injuryLocation_foot,incidence,0.11,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,3.85704,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_head_neck_overall,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_head_neck_overall_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_head_neck_overall_incidence,,35064,0.03,0.03,,,,,injuryLocation_head_neck_overall_incidence,head neck overall,,,,,,injuryLocation_head_neck_overall,incidence,0.03,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,1.05192,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_knee,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_knee_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_knee_incidence,,35064,0.62,0.62,,,,,injuryLocation_knee_incidence,knee,,,,,,injuryLocation_knee,incidence,0.62,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,21.73968,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_lower_leg,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_lower_leg_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_lower_leg_incidence,,35064,0.14,0.14,,,,,injuryLocation_lower_leg_incidence,lower leg,,,,,,injuryLocation_lower_leg,incidence,0.14,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,4.90896,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_lower_limb_overall,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_lower_limb_overall_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_lower_limb_overall_incidence,,35064,2.28,2.28,,,,,injuryLocation_lower_limb_overall_incidence,lower limb overall,,,,,,injuryLocation_lower_limb_overall,incidence,2.28,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,79.94592,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_thigh,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_thigh_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_thigh_incidence,,35064,0.17,0.17,,,,,injuryLocation_thigh_incidence,thigh,,,,,,injuryLocation_thigh,incidence,0.17,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,5.96088,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_trunk_overall,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_trunk_overall_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_trunk_overall_incidence,,35064,0.03,0.03,,,,,injuryLocation_trunk_overall_incidence,trunk overall,,,,,,injuryLocation_trunk_overall,incidence,0.03,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,1.05192,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryLocation_upper_limb_overall,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryLocation_upper_limb_overall_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryLocation_upper_limb_overall_incidence,,35064,0.06,0.06,,,,,injuryLocation_upper_limb_overall_incidence,upper limb overall,,,,,,injuryLocation_upper_limb_overall,incidence,0.06,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,2.10384,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryTissueType_bone_fracture,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryTissueType_bone_fracture_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryTissueType_bone_fracture_incidence,,35064,0.06,0.06,,,,,injuryTissueType_bone_fracture_incidence,,bone fracture,,,,,injuryTissueType_bone_fracture,incidence,0.06,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,2.10384,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryTissueType_joint_sprain,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryTissueType_joint_sprain_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryTissueType_joint_sprain_incidence,,35064,0.8,0.8,,,,,injuryTissueType_joint_sprain_incidence,,joint sprain,,,,,injuryTissueType_joint_sprain,incidence,0.8,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,28.0512,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryTissueType_muscle_tendon,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryTissueType_muscle_tendon_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryTissueType_muscle_tendon_incidence,,35064,0.68,0.68,,,,,injuryTissueType_muscle_tendon_incidence,,muscle tendon,,,,,injuryTissueType_muscle_tendon,incidence,0.68,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,23.84352,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
998,S551,S551,Injury Profile of Elite Male Young Soccer Players in a Spanish Professional Soccer Club: A Prospective Study During 4 Consecutive Seasons,10.1123/jsr.2019-0113,S551,U14,overall,injuryTissueType_non_specific_tissue,time-loss,source_defined_threshold_unconfirmed,Male,Youth,Youth academy,Spain,Football,number of injuries per 1000 hours of exposure,days lost per 1000 hours of exposure,player-hours,source construction requires review,,source CSV: injuryTissueType_non_specific_tissue_incidence,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,998:incidence:overall:injuryTissueType_non_specific_tissue_incidence,,35064,0.28,0.28,,,,,injuryTissueType_non_specific_tissue_incidence,,non specific tissue,,,,,injuryTissueType_non_specific_tissue,incidence,0.28,,998,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,numerical_partition_matches_source_identity_and_period_require_check,pending,S551:parent:994,,approximate_count_from_reported_rate,,9.81792,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,309,7,2014/2015 to 2017/2018 (4 consecutive seasons),,4,prospective cohort,,,,Time loss,time-loss,,Medical Staff,same type and same location as a previous injury within 2 months of final rehabilitation day,slight 1-3 d; minor 4-7 d; moderate 8-28 d; major >28 d,hip/groin,,,granular,"standardised.csv sourceDataRow 994 and child rows 995,996,997,998; exact fields: totalExposure,injuryTotalCount,injuryTimeLossCount",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
